[],,,,,,,,,,,,,,,,,,,,
[{'text': 'blind beggar', 'sentiment': {'score': -0.297065, 'label': 'negative'}, 'relevance': 0.943787, 'emotion': {'sadness': 0.612302, 'joy': 0.097384, 'fear': 0.030497, 'disgust': 0.079608, 'anger': 0.136136}}, {'text': '12th child', 'sentiment': {'score': -0.297065, 'label': 'negative'}, 'relevance': 0.837268, 'emotion': {'sadness': 0.612302, 'joy': 0.097384, 'fear': 0.030497, 'disgust': 0.079608, 'anger': 0.136136}}],,,
[{'text': 'sick leave', 'sentiment': {'score': -0.445582, 'label': 'negative'}, 'relevance': 0.957378, 'emotion': {'sadness': 0.380331, 'joy': 0.017371, 'fear': 0.163679, 'disgust': 0.361286, 'anger': 0.403494}}, {'text': 'rule', 'sentiment': {'score': -0.445582, 'label': 'negative'}, 'relevance': 0.733441, 'emotion': {'sadness': 0.380331, 'joy': 0.017371, 'fear': 0.163679, 'disgust': 0.361286, 'anger': 0.403494}}],,,
[],,,,,,,,,,,,,,,,,,,,
[{'text': 'flu', 'sentiment': {'score': -0.801907, 'label': 'negative'}, 'relevance': 0.979918, 'emotion': {'sadness': 0.107918, 'joy': 0.018201, 'fear': 0.169446, 'disgust': 0.028655, 'anger': 0.043183}}],,,,,,,,,,,,
[{'text': 'amazing condition', 'sentiment': {'score': 0.707351, 'label': 'positive'}, 'relevance': 0.945567, 'emotion': {'sadness': 0.030321, 'joy': 0.894787, 'fear': 0.067706, 'disgust': 0.003184, 'anger': 0.007583}}, {'text': 'Daehyun', 'sentiment': {'score': 0.0, 'label': 'neutral'}, 'relevance': 0.827917, 'emotion': {'sadness': 0.0, 'joy': 0.0, 'fear': 0.0, 'disgust': 0.0, 'anger': 0.0}}],,,
[{'text': 'Main Coronary Artery', 'sentiment': {'score': -0.607014, 'label': 'negative'}, 'relevance': 0.949637, 'emotion': {'sadness': 0.511338, 'joy': 0.056958, 'fear': 0.15042, 'disgust': 0.015564, 'anger': 0.103982}}, {'text': 'Disease https://t.co/js1caWJrxU https://t.co/H8akpWt2LL', 'sentiment': {'score': -0.607013, 'label': 'negative'}, 'relevance': 0.374074, 'emotion': {'sadness': 0.511338, 'joy': 0.056958, 'fear': 0.15042, 'disgust': 0.015564, 'anger': 0.103982}}],,,
[{'text': 'sick leave', 'sentiment': {'score': -0.689983, 'label': 'negative'}, 'relevance': 0.972731, 'emotion': {'sadness': 0.395782, 'joy': 0.0221, 'fear': 0.238061, 'disgust': 0.334551, 'anger': 0.162589}}, {'text': 'flu', 'sentiment': {'score': -0.689983, 'label': 'negative'}, 'relevance': 0.699819, 'emotion': {'sadness': 0.395782, 'joy': 0.0221, 'fear': 0.238061, 'disgust': 0.334551, 'anger': 0.162589}}],,,
[{'text': 'Brisbane Flu', 'sentiment': {'score': -0.606656, 'label': 'negative'}, 'relevance': 0.966251, 'emotion': {'sadness': 0.075072, 'joy': 0.029105, 'fear': 0.080942, 'disgust': 0.031797, 'anger': 0.025676}}, {'text': 'world https://t.co/Gsd6lQMDLJ', 'sentiment': {'score': -0.766458, 'label': 'negative'}, 'relevance': 0.596137, 'emotion': {'sadness': 0.301326, 'joy': 0.016701, 'fear': 0.204813, 'disgust': 0.674668, 'anger': 0.136711}}],,,
[{'text': 'Wilco gate', 'sentiment': {'score': -0.642003, 'label': 'negative'}, 'relevance': 0.947578, 'emotion': {'sadness': 0.399219, 'joy': 0.01224, 'fear': 0.109207, 'disgust': 0.382355, 'anger': 0.335327}}, {'text': 'flu shots', 'sentiment': {'score': -0.642003, 'label': 'negative'}, 'relevance': 0.847111, 'emotion': {'sadness': 0.399219, 'joy': 0.01224, 'fear': 0.109207, 'disgust': 0.382355, 'anger': 0.335327}}],,,
[{'text': 'https://t.co/AWrGv87fqo', 'sentiment': {'score': 0.0, 'label': 'neutral'}, 'relevance': 0.949892, 'emotion': {'sadness': 0.0, 'joy': 0.0, 'fear': 0.0, 'disgust': 0.0, 'anger': 0.0}}],,,,,,,,,,,,
[{'text': 'sleeve', 'sentiment': {'score': 0.700639, 'label': 'positive'}, 'relevance': 0.930564, 'emotion': {'sadness': 0.488227, 'joy': 0.359944, 'fear': 0.090106, 'disgust': 0.077936, 'anger': 0.062121}}, {'text': 'Don', 'sentiment': {'score': 0.512554, 'label': 'positive'}, 'relevance': 0.856903, 'emotion': {'sadness': 0.0, 'joy': 0.0, 'fear': 0.0, 'disgust': 0.0, 'anger': 0.0}}],,,
[{'text': 'contagious laughter', 'sentiment': {'score': 0.0, 'label': 'neutral'}, 'relevance': 0.977987, 'emotion': {'sadness': 0.003663, 'joy': 0.525869, 'fear': 0.060489, 'disgust': 0.00838, 'anger': 0.007034}}],,,,,,,,,,,,
[{'text': 'Rivotril pq confiei', 'sentiment': {'score': -0.425898, 'label': 'negative'}, 'relevance': 0.938811, 'emotion': {'sadness': 0.161819, 'joy': 0.157933, 'fear': 0.099978, 'disgust': 0.072867, 'anger': 0.09194}}, {'text': 'porra da hr', 'sentiment': {'score': 0.0, 'label': 'neutral'}, 'relevance': 0.933613, 'emotion': {'sadness': 0.371016, 'joy': 0.237038, 'fear': 0.060662, 'disgust': 0.058615, 'anger': 0.308036}}],,,
[{'text': 'Granit Xhaka', 'sentiment': {'score': -0.688198, 'label': 'negative'}, 'relevance': 0.917699, 'emotion': {'sadness': 0.080611, 'joy': 0.044705, 'fear': 0.084926, 'disgust': 0.034331, 'anger': 0.043098}}, {'text': 'flu', 'sentiment': {'score': -0.688198, 'label': 'negative'}, 'relevance': 0.608238, 'emotion': {'sadness': 0.080611, 'joy': 0.044705, 'fear': 0.084926, 'disgust': 0.034331, 'anger': 0.043098}}],,,
[{'text': 'macros', 'sentiment': {'score': 0.0, 'label': 'neutral'}, 'relevance': 0.951973, 'emotion': {'sadness': 0.129668, 'joy': 0.19551, 'fear': 0.095835, 'disgust': 0.066375, 'anger': 0.073276}}, {'text': 'bit', 'sentiment': {'score': 0.0, 'label': 'neutral'}, 'relevance': 0.912102, 'emotion': {'sadness': 0.129668, 'joy': 0.19551, 'fear': 0.095835, 'disgust': 0.066375, 'anger': 0.073276}}],,,
[{'text': 'FLU SH', 'sentiment': {'score': -0.35211, 'label': 'negative'}, 'relevance': 0.950347, 'emotion': {'sadness': 0.064372, 'joy': 0.017908, 'fear': 0.074296, 'disgust': 0.042727, 'anger': 0.041494}}, {'text': 'CDC', 'sentiment': {'score': 0.0, 'label': 'neutral'}, 'relevance': 0.612855, 'emotion': {'sadness': 0.0, 'joy': 0.0, 'fear': 0.0, 'disgust': 0.0, 'anger': 0.0}}],,,
[{'text': 'MAS DEU', 'sentiment': {'score': 0.0, 'label': 'neutral'}, 'relevance': 0.931919, 'emotion': {'sadness': 0.165361, 'joy': 0.158492, 'fear': 0.102052, 'disgust': 0.076227, 'anger': 0.100122}}, {'text': 'Foda-se o jogo', 'sentiment': {'score': -0.377347, 'label': 'negative'}, 'relevance': 0.873875, 'emotion': {'sadness': 0.004573, 'joy': 0.02354, 'fear': 0.058422, 'disgust': 0.005139, 'anger': 0.009414}}],,,
[{'text': 'best Heart Disease', 'sentiment': {'score': 0.493317, 'label': 'positive'}, 'relevance': 0.958262, 'emotion': {'sadness': 0.094435, 'joy': 0.789763, 'fear': 0.061309, 'disgust': 0.001123, 'anger': 0.022413}}, {'text': 'Discover', 'sentiment': {'score': 0.493317, 'label': 'positive'}, 'relevance': 0.7743, 'emotion': {'sadness': 0.094435, 'joy': 0.789763, 'fear': 0.061309, 'disgust': 0.001123, 'anger': 0.022413}}],,,
[{'text': 'flu lmao', 'sentiment': {'score': 0.0, 'label': 'neutral'}, 'relevance': 0.960899, 'emotion': {'sadness': 0.077553, 'joy': 0.184568, 'fear': 0.038248, 'disgust': 0.024491, 'anger': 0.014221}}],,,,,,,,,,,,
[{'text': 'Genetic screening tool', 'sentiment': {'score': -0.426772, 'label': 'negative'}, 'relevance': 0.942151, 'emotion': {'sadness': 0.18725, 'joy': 0.178139, 'fear': 0.197658, 'disgust': 0.056015, 'anger': 0.034624}}, {'text': 'cells https://t.co/TMZa1YacW4', 'sentiment': {'score': -0.426772, 'label': 'negative'}, 'relevance': 0.750493, 'emotion': {'sadness': 0.18725, 'joy': 0.178139, 'fear': 0.197658, 'disgust': 0.056015, 'anger': 0.034624}}],,,
[{'text': 'headache trynna', 'sentiment': {'score': -0.874453, 'label': 'negative'}, 'relevance': 0.99128, 'emotion': {'sadness': 0.58555, 'joy': 0.024168, 'fear': 0.475803, 'disgust': 0.028003, 'anger': 0.139701}}, {'text': 'signs', 'sentiment': {'score': -0.874453, 'label': 'negative'}, 'relevance': 0.606515, 'emotion': {'sadness': 0.58555, 'joy': 0.024168, 'fear': 0.475803, 'disgust': 0.028003, 'anger': 0.139701}}],,,
[{'text': 'FLOTUS Thank', 'sentiment': {'score': 0.807636, 'label': 'positive'}, 'relevance': 0.930461}, {'text': 'RT', 'sentiment': {'score': 0.546541, 'label': 'positive'}, 'relevance': 0.757798, 'emotion': {'sadness': 0.0, 'joy': 0.0, 'fear': 0.0, 'disgust': 0.0, 'anger': 0.0}}],,,,,,,,
[{'text': 'Flu shot', 'sentiment': {'score': -0.552198, 'label': 'negative'}, 'relevance': 0.925555, 'emotion': {'sadness': 0.062668, 'joy': 0.03383, 'fear': 0.036034, 'disgust': 0.063827, 'anger': 0.031159}}, {'text': 'Clicks Pharmacy', 'sentiment': {'score': -0.552198, 'label': 'negative'}, 'relevance': 0.739409, 'emotion': {'sadness': 0.062668, 'joy': 0.03383, 'fear': 0.036034, 'disgust': 0.063827, 'anger': 0.031159}}],,,
[{'text': 'demais', 'sentiment': {'score': -0.323191, 'label': 'negative'}, 'relevance': 0.950231, 'emotion': {'sadness': 0.084663, 'joy': 0.039473, 'fear': 0.090714, 'disgust': 0.033805, 'anger': 0.039795}}],,,,,,,,,,,,
[{'text': 'noses', 'sentiment': {'score': -0.639575, 'label': 'negative'}, 'relevance': 0.956297, 'emotion': {'sadness': 0.177477, 'joy': 0.018444, 'fear': 0.15362, 'disgust': 0.32332, 'anger': 0.102155}}, {'text': 'pension', 'sentiment': {'score': 0.0, 'label': 'neutral'}, 'relevance': 0.830096, 'emotion': {'sadness': 0.274274, 'joy': 0.264404, 'fear': 0.128898, 'disgust': 0.033605, 'anger': 0.077821}}],,,
[{'text': 'flu', 'sentiment': {'score': -0.658091, 'label': 'negative'}, 'relevance': 0.927056, 'emotion': {'sadness': 0.074024, 'joy': 0.029189, 'fear': 0.093801, 'disgust': 0.01606, 'anger': 0.021151}}],,,,,,,,,,,,
[{'text': 'Flu eish', 'sentiment': {'score': -0.566835, 'label': 'negative'}, 'relevance': 0.920631, 'emotion': {'sadness': 0.095227, 'joy': 0.040189, 'fear': 0.088551, 'disgust': 0.033868, 'anger': 0.040972}}, {'text': 'nice weather', 'sentiment': {'score': -0.561568, 'label': 'negative'}, 'relevance': 0.784175, 'emotion': {'sadness': 0.088689, 'joy': 0.719931, 'fear': 0.044736, 'disgust': 0.014609, 'anger': 0.035567}}],,,
[{'text': 'Sydney property listings', 'sentiment': {'score': -0.421274, 'label': 'negative'}, 'relevance': 0.920472, 'emotion': {'sadness': 0.159569, 'joy': 0.069241, 'fear': 0.118812, 'disgust': 0.135936, 'anger': 0.063526}}, {'text': 'searches', 'sentiment': {'score': -0.421274, 'label': 'negative'}, 'relevance': 0.623023, 'emotion': {'sadness': 0.159569, 'joy': 0.069241, 'fear': 0.118812, 'disgust': 0.135936, 'anger': 0.063526}}],,,
[{'text': 'Spotify https://t.co/WFvWKSo4yV', 'sentiment': {'score': 0.0, 'label': 'neutral'}, 'relevance': 0.930919, 'emotion': {'sadness': 0.071641, 'joy': 0.29169, 'fear': 0.019403, 'disgust': 0.054364, 'anger': 0.10308}}, {'text': 'Burr', 'sentiment': {'score': 0.0, 'label': 'neutral'}, 'relevance': 0.780626, 'emotion': {'sadness': 0.071641, 'joy': 0.29169, 'fear': 0.019403, 'disgust': 0.054364, 'anger': 0.10308}}],,,
[{'text': 'audition tape', 'sentiment': {'score': -0.626588, 'label': 'negative'}, 'relevance': 0.915449, 'emotion': {'sadness': 0.121756, 'joy': 0.001879, 'fear': 0.436876, 'disgust': 0.216088, 'anger': 0.323794}}, {'text': 'nasty case', 'sentiment': {'score': -0.626588, 'label': 'negative'}, 'relevance': 0.779905, 'emotion': {'sadness': 0.121756, 'joy': 0.001879, 'fear': 0.436876, 'disgust': 0.216088, 'anger': 0.323794}}],,,
[{'text': 'Sydney property listings', 'sentiment': {'score': -0.421274, 'label': 'negative'}, 'relevance': 0.920472, 'emotion': {'sadness': 0.159569, 'joy': 0.069241, 'fear': 0.118812, 'disgust': 0.135936, 'anger': 0.063526}}, {'text': 'searches', 'sentiment': {'score': -0.421274, 'label': 'negative'}, 'relevance': 0.623023, 'emotion': {'sadness': 0.159569, 'joy': 0.069241, 'fear': 0.118812, 'disgust': 0.135936, 'anger': 0.063526}}],,,
[{'text': 'flu vaccine efficacy', 'sentiment': {'score': 0.0, 'label': 'neutral'}, 'relevance': 0.918161, 'emotion': {'sadness': 0.079002, 'joy': 0.055073, 'fear': 0.05082, 'disgust': 0.053195, 'anger': 0.030846}}, {'text': 'Flu epidemics', 'sentiment': {'score': -0.646276, 'label': 'negative'}, 'relevance': 0.798432, 'emotion': {'sadness': 0.358895, 'joy': 0.05052, 'fear': 0.190967, 'disgust': 0.016466, 'anger': 0.006598}}],,,
[{'text': 'addicting..I don', 'sentiment': {'score': 0.0, 'label': 'neutral'}, 'relevance': 0.925252, 'emotion': {'sadness': 0.862998, 'joy': 0.0, 'fear': 0.798165, 'disgust': 0.0, 'anger': 0.0}}, {'text': 'isn', 'sentiment': {'score': -0.542739, 'label': 'negative'}, 'relevance': 0.802778, 'emotion': {'sadness': 0.623681, 'joy': 0.011774, 'fear': 0.143634, 'disgust': 0.183405, 'anger': 0.21801}}],,,
[{'text': 'fam', 'sentiment': {'score': 0.70111, 'label': 'positive'}, 'relevance': 0.99696, 'emotion': {'sadness': 0.093156, 'joy': 0.806692, 'fear': 0.011086, 'disgust': 0.007088, 'anger': 0.017309}}, {'text': 'riddles', 'sentiment': {'score': 0.0, 'label': 'neutral'}, 'relevance': 0.835099, 'emotion': {'sadness': 0.207487, 'joy': 0.158057, 'fear': 0.132635, 'disgust': 0.051402, 'anger': 0.225764}}],,,
[{'text': 'Swine flu', 'sentiment': {'score': -0.545602, 'label': 'negative'}, 'relevance': 0.985844, 'emotion': {'sadness': 0.042653, 'joy': 0.048034, 'fear': 0.87577, 'disgust': 0.062411, 'anger': 0.028324}}],,,,,,,,,,,,
[{'text': 'flu', 'sentiment': {'score': -0.704836, 'label': 'negative'}, 'relevance': 0.930241, 'emotion': {'sadness': 0.070374, 'joy': 0.403761, 'fear': 0.072261, 'disgust': 0.006135, 'anger': 0.042921}}, {'text': 'https://t.co/TE0AILhhbs', 'sentiment': {'score': -0.704836, 'label': 'negative'}, 'relevance': 0.75522, 'emotion': {'sadness': 0.070374, 'joy': 0.403761, 'fear': 0.072261, 'disgust': 0.006135, 'anger': 0.042921}}],,,
[{'text': 'cough', 'sentiment': {'score': -0.816561, 'label': 'negative'}, 'relevance': 0.912579, 'emotion': {'sadness': 0.077818, 'joy': 0.035713, 'fear': 0.479163, 'disgust': 0.464405, 'anger': 0.093926}}, {'text': 'germs', 'sentiment': {'score': -0.816561, 'label': 'negative'}, 'relevance': 0.89081, 'emotion': {'sadness': 0.077818, 'joy': 0.035713, 'fear': 0.479163, 'disgust': 0.464405, 'anger': 0.093926}}],,,
[{'text': 'lebih menjual soalnya', 'sentiment': {'score': 0.0, 'label': 'neutral'}, 'relevance': 0.924117, 'emotion': {'sadness': 0.148831, 'joy': 0.179551, 'fear': 0.091248, 'disgust': 0.074744, 'anger': 0.088473}}, {'text': 'lgsg tau', 'sentiment': {'score': 0.0, 'label': 'neutral'}, 'relevance': 0.800085, 'emotion': {'sadness': 0.148831, 'joy': 0.179551, 'fear': 0.091248, 'disgust': 0.074744, 'anger': 0.088473}}],,,
[{'text': 'severe concussion', 'sentiment': {'score': -0.770587, 'label': 'negative'}, 'relevance': 0.966764, 'emotion': {'sadness': 0.315454, 'joy': 0.142919, 'fear': 0.118971, 'disgust': 0.048938, 'anger': 0.059562}}, {'text': 'closest friends', 'sentiment': {'score': -0.770587, 'label': 'negative'}, 'relevance': 0.78827, 'emotion': {'sadness': 0.315454, 'joy': 0.142919, 'fear': 0.118971, 'disgust': 0.048938, 'anger': 0.059562}}],,,
[{'text': 'busy flu season', 'sentiment': {'score': -0.362936, 'label': 'negative'}, 'relevance': 0.928784, 'emotion': {'sadness': 0.172103, 'joy': 0.109965, 'fear': 0.038843, 'disgust': 0.012809, 'anger': 0.025316}}, {'text': 'chronic respiratory conditions', 'sentiment': {'score': -0.826871, 'label': 'negative'}, 'relevance': 0.798251, 'emotion': {'sadness': 0.122679, 'joy': 0.180382, 'fear': 0.369357, 'disgust': 0.029508, 'anger': 0.054106}}],,,
[{'text': 'Ry', 'sentiment': {'score': 0.0, 'label': 'neutral'}, 'relevance': 0.957874, 'emotion': {'sadness': 0.067468, 'joy': 0.019555, 'fear': 0.094143, 'disgust': 0.031131, 'anger': 0.024048}}, {'text': 'Flu', 'sentiment': {'score': 0.0, 'label': 'neutral'}, 'relevance': 0.875893, 'emotion': {'sadness': 0.067468, 'joy': 0.019555, 'fear': 0.094143, 'disgust': 0.031131, 'anger': 0.024048}}],,,
[{'text': 'viral protein', 'sentiment': {'score': 0.0, 'label': 'neutral'}, 'relevance': 0.997049, 'emotion': {'sadness': 0.091451, 'joy': 0.241695, 'fear': 0.067841, 'disgust': 0.064246, 'anger': 0.063403}}, {'text': 'better protection', 'sentiment': {'score': 0.0, 'label': 'neutral'}, 'relevance': 0.894539, 'emotion': {'sadness': 0.091451, 'joy': 0.241695, 'fear': 0.067841, 'disgust': 0.064246, 'anger': 0.063403}}],,,
[{'text': 'flu jab', 'sentiment': {'score': -0.630109, 'label': 'negative'}, 'relevance': 0.968651, 'emotion': {'sadness': 0.342985, 'joy': 0.13697, 'fear': 0.058552, 'disgust': 0.136439, 'anger': 0.180521}}, {'text': 'Aussie adults', 'sentiment': {'score': -0.630109, 'label': 'negative'}, 'relevance': 0.805575, 'emotion': {'sadness': 0.342985, 'joy': 0.13697, 'fear': 0.058552, 'disgust': 0.136439, 'anger': 0.180521}}],,,
[{'text': 'Pretty Brown Eyes', 'sentiment': {'score': 0.0, 'label': 'neutral'}, 'relevance': 0.927941, 'emotion': {'sadness': 0.197332, 'joy': 0.660548, 'fear': 0.030785, 'disgust': 0.140903, 'anger': 0.017751}}, {'text': 'love. fav', 'sentiment': {'score': 0.864057, 'label': 'positive'}, 'relevance': 0.823487, 'emotion': {'sadness': 0.02864, 'joy': 0.961399, 'fear': 0.003504, 'disgust': 0.000975, 'anger': 0.001868}}],,,
[{'text': 'Fffff So Im', 'sentiment': {'score': 0.0, 'label': 'neutral'}, 'relevance': 0.924487, 'emotion': {'sadness': 0.077439, 'joy': 0.708036, 'fear': 0.041477, 'disgust': 0.009918, 'anger': 0.082395}}, {'text': 'cold right', 'sentiment': {'score': 0.0, 'label': 'neutral'}, 'relevance': 0.76599, 'emotion': {'sadness': 0.077439, 'joy': 0.708036, 'fear': 0.041477, 'disgust': 0.009918, 'anger': 0.082395}}],,,
[{'text': 'flu', 'sentiment': {'score': -0.48928, 'label': 'negative'}, 'relevance': 0.902749, 'emotion': {'sadness': 0.093001, 'joy': 0.018679, 'fear': 0.074902, 'disgust': 0.062258, 'anger': 0.030808}}, {'text': 'Tim', 'sentiment': {'score': -0.48928, 'label': 'negative'}, 'relevance': 0.804503, 'emotion': {'sadness': 0.093001, 'joy': 0.018679, 'fear': 0.074902, 'disgust': 0.062258, 'anger': 0.030808}}],,,
[{'text': 'Vaias ao fim', 'sentiment': {'score': 0.0, 'label': 'neutral'}, 'relevance': 0.958431, 'emotion': {'sadness': 0.057704, 'joy': 0.038221, 'fear': 0.081947, 'disgust': 0.030105, 'anger': 0.066117}}, {'text': 'primeiro tempo para', 'sentiment': {'score': 0.0, 'label': 'neutral'}, 'relevance': 0.879303, 'emotion': {'sadness': 0.057704, 'joy': 0.038221, 'fear': 0.081947, 'disgust': 0.030105, 'anger': 0.066117}}],,,
[{'text': 'man flu', 'sentiment': {'score': -0.814933, 'label': 'negative'}, 'relevance': 0.973562, 'emotion': {'sadness': 0.090977, 'joy': 0.026163, 'fear': 0.129188, 'disgust': 0.097057, 'anger': 0.082511}}, {'text': 'rabies', 'sentiment': {'score': -0.814933, 'label': 'negative'}, 'relevance': 0.795055, 'emotion': {'sadness': 0.090977, 'joy': 0.026163, 'fear': 0.129188, 'disgust': 0.097057, 'anger': 0.082511}}],,,
[{'text': 'masih tahap flu', 'sentiment': {'score': 0.0, 'label': 'neutral'}, 'relevance': 0.957427, 'emotion': {'sadness': 0.070982, 'joy': 0.018553, 'fear': 0.098763, 'disgust': 0.035666, 'anger': 0.027148}}, {'text': 'ga enak. semua', 'sentiment': {'score': 0.0, 'label': 'neutral'}, 'relevance': 0.730516, 'emotion': {'sadness': 0.143474, 'joy': 0.131674, 'fear': 0.031115, 'disgust': 0.018932, 'anger': 0.045625}}],,,
[{'text': 'flu', 'sentiment': {'score': -0.906365, 'label': 'negative'}, 'relevance': 0.933465, 'emotion': {'sadness': 0.232449, 'joy': 0.000858, 'fear': 0.288311, 'disgust': 0.060957, 'anger': 0.075457}}, {'text': 'fever', 'sentiment': {'score': -0.906365, 'label': 'negative'}, 'relevance': 0.923524, 'emotion': {'sadness': 0.232449, 'joy': 0.000858, 'fear': 0.288311, 'disgust': 0.060957, 'anger': 0.075457}}],,,
[{'text': 'stomach flu', 'sentiment': {'score': -0.854169, 'label': 'negative'}, 'relevance': 0.936432, 'emotion': {'sadness': 0.090006, 'joy': 0.020968, 'fear': 0.211252, 'disgust': 0.087249, 'anger': 0.017592}}, {'text': 'regular flu', 'sentiment': {'score': -0.854169, 'label': 'negative'}, 'relevance': 0.834412, 'emotion': {'sadness': 0.090006, 'joy': 0.020968, 'fear': 0.211252, 'disgust': 0.087249, 'anger': 0.017592}}],,,
[{'text': 'Sydney property listings', 'sentiment': {'score': -0.425486, 'label': 'negative'}, 'relevance': 0.993102, 'emotion': {'sadness': 0.159569, 'joy': 0.069241, 'fear': 0.118812, 'disgust': 0.135936, 'anger': 0.063526}}, {'text': 'search volumes', 'sentiment': {'score': 0.0, 'label': 'neutral'}, 'relevance': 0.796704, 'emotion': {'sadness': 0.091373, 'joy': 0.097231, 'fear': 0.029078, 'disgust': 0.065411, 'anger': 0.076034}}],,,
[{'text': 'whooping cough https://t.co/Rl95fEUrQu', 'sentiment': {'score': -0.593222, 'label': 'negative'}, 'relevance': 0.974481, 'emotion': {'sadness': 0.065035, 'joy': 0.031359, 'fear': 0.095075, 'disgust': 0.268849, 'anger': 0.021279}}, {'text': 'Flu vaccines', 'sentiment': {'score': -0.593222, 'label': 'negative'}, 'relevance': 0.776928, 'emotion': {'sadness': 0.065035, 'joy': 0.031359, 'fear': 0.095075, 'disgust': 0.268849, 'anger': 0.021279}}],,,
Not enough data,,,,,,,,,,,,,,,,,,,,
[{'text': 'boleh aja sih', 'sentiment': {'score': 0.0, 'label': 'neutral'}, 'relevance': 0.932636, 'emotion': {'sadness': 0.151545, 'joy': 0.174219, 'fear': 0.093654, 'disgust': 0.072945, 'anger': 0.08686}}, {'text': 'tapi lebih baik', 'sentiment': {'score': 0.0, 'label': 'neutral'}, 'relevance': 0.690671, 'emotion': {'sadness': 0.151545, 'joy': 0.174219, 'fear': 0.093654, 'disgust': 0.072945, 'anger': 0.08686}}],,,
[{'text': 'TB', 'sentiment': {'score': -0.298288, 'label': 'negative'}, 'relevance': 0.946704, 'emotion': {'sadness': 0.254333, 'joy': 0.077476, 'fear': 0.176157, 'disgust': 0.023646, 'anger': 0.058566}}, {'text': 'Helen', 'sentiment': {'score': -0.298288, 'label': 'negative'}, 'relevance': 0.831491, 'emotion': {'sadness': 0.254333, 'joy': 0.077476, 'fear': 0.176157, 'disgust': 0.023646, 'anger': 0.058566}}],,,
[{'text': 'Sydney property listings', 'sentiment': {'score': -0.425486, 'label': 'negative'}, 'relevance': 0.993102, 'emotion': {'sadness': 0.159569, 'joy': 0.069241, 'fear': 0.118812, 'disgust': 0.135936, 'anger': 0.063526}}, {'text': 'search volumes', 'sentiment': {'score': 0.0, 'label': 'neutral'}, 'relevance': 0.796704, 'emotion': {'sadness': 0.091373, 'joy': 0.097231, 'fear': 0.029078, 'disgust': 0.065411, 'anger': 0.076034}}],,,
